MultimediaPolska, 	AS21021, 31.6.128.0/18 31.6.192.0/19 31.42.16.0/20 37.131.128.0/19 37.190.128.0/17 46.186.0.0/17 62.61.32.0/19 62.141.192.0/18 80.244.128.0/19 81.190.0.0/16 83.68.64.0/19 84.38.80.0/20 85.117.0.0/19 87.116.192.0/18 89.17.224.0/19 89.228.0.0/16 89.229.0.0/16 89.230.0.0/16 89.231.0.0/16 94.78.128.0/18 94.251.128.0/17 176.221.96.0/19 193.43.240.0/22 193.200.118.0/23 194.116.132.0/23 194.149.240.0/24 195.93.134.0/23 195.93.222.0/23 213.136.224.0/19 217.70.48.0/20 217.75.48.0/20 217.172.224.0/19 
Inea, 	AS13110, 46.228.80.0/20 46.238.64.0/18 62.21.0.0/17 77.65.0.0/17 80.87.32.0/20 85.221.128.0/17 88.151.136.0/21 91.207.186.0/23 91.207.186.0/24 91.207.187.0/24 91.223.196.0/24 91.226.232.0/23 91.230.122.0/24 91.240.152.0/23 94.127.104.0/21 109.173.128.0/17 151.249.80.0/21 192.162.48.0/22 192.162.176.0/22 193.23.54.0/24 193.193.168.0/24 194.24.164.0/23 194.50.155.0/24 195.160.180.0/23 195.160.180.0/24 195.160.181.0/24 
NASK, 	AS8308, 91.217.158.0/24 91.238.85.0/24 192.160.110.0/24 193.23.63.0/24 193.59.0.0/16 193.178.143.0/24 194.92.0.0/16 194.169.220.0/24 194.181.0.0/16 195.164.0.0/16 195.187.0.0/18 195.187.101.0/24 195.187.128.0/17 217.9.160.0/20 
Toya, 	AS16342, 31.182.0.0/15 77.237.0.0/19 85.89.160.0/20 85.89.176.0/20 217.113.224.0/20 
MNITelecom,  	AS24709, 79.139.0.0/21 79.139.65.0/24 79.139.68.0/22 79.139.72.0/21 79.170.120.0/21 79.170.124.0/22 80.240.160.0/19 80.249.0.0/20 80.249.1.0/24 80.249.6.0/24 82.197.32.0/19 82.197.48.0/21 85.112.192.0/19 85.112.208.0/21 87.119.0.0/18 87.119.3.0/24 87.119.63.0/24 91.201.16.0/22 91.201.16.0/23 91.201.16.0/24 91.201.17.0/24 91.201.18.0/23 91.201.18.0/24 91.201.19.0/24 95.178.0.0/22 95.178.4.0/23 95.178.8.0/21 95.178.8.0/22 95.178.12.0/22 95.178.104.0/24 95.178.106.0/23 95.178.108.0/22 95.178.112.0/21 194.150.184.0/23 194.246.106.0/23 195.34.80.0/23 195.69.80.0/22 195.182.54.0/24 203.129.4.0/23 203.129.4.0/24 
Polkomtel, 	AS8374, 5.60.0.0/16 5.172.224.0/19 5.174.0.0/16 31.0.0.0/15 37.7.0.0/16 37.98.208.0/20 37.109.0.0/16 37.152.16.0/20 37.247.128.0/17 37.248.0.0/15 46.76.0.0/15 46.168.0.0/15 46.215.0.0/16 77.112.0.0/14 87.251.224.0/19 92.60.128.0/20 95.40.0.0/15 188.125.32.0/19 212.2.96.0/19 
PolskaTelefoniaCyfrowa, 	AS12912, 37.30.0.0/15 37.30.0.0/16 37.31.0.0/16 46.204.0.0/15 46.204.0.0/16 46.205.0.0/16 62.152.128.0/19 62.152.128.0/20 62.152.144.0/20 83.220.96.0/19 83.220.96.0/20 83.220.112.0/20 83.220.123.0/24 178.180.0.0/14 178.180.0.0/15 178.182.0.0/15 178.182.0.0/16 178.183.160.0/19 178.183.224.0/19 188.146.0.0/15 188.146.0.0/16 188.147.0.0/16 213.158.192.0/19 213.158.201.0/24 
P4, 	AS39603, 5.173.0.0/16 31.174.0.0/15 46.112.0.0/15 89.108.192.0/18 89.108.200.0/21 89.108.208.0/21 94.254.128.0/17 109.243.0.0/16 109.243.128.0/17 164.126.0.0/15 164.126.0.0/16 164.127.0.0/16 188.33.0.0/16 
CyfrowyPolsat1,  AS41476, 79.171.0.0/21 79.171.0.0/22 79.171.0.16/28 79.171.4.0/24 79.171.5.0/24 79.171.6.0/24 193.164.142.0/24 
CyfrowyPolsat2,  AS41004, 193.32.37.0/24 195.95.169.0/24 
Aero2, 	AS15855, 37.209.128.0/19 78.30.64.0/18 84.39.160.0/20 93.154.128.0/17 151.248.32.0/20 185.4.212.0/22 193.41.112.0/23 
Centertel,  	AS43447, 5.184.0.0/16 5.184.0.0/17 5.184.128.0/17 5.185.0.0/18 5.185.0.0/19 5.185.32.0/19 5.185.64.0/18 5.185.128.0/18 5.185.192.0/18 5.185.192.0/20 5.185.208.0/21 5.185.216.0/21 5.185.224.0/19 31.60.0.0/16 31.60.0.0/17 31.60.128.0/17 31.61.0.0/17 31.61.0.0/18 31.61.64.0/18 31.61.64.0/19 31.61.104.0/23 31.61.106.0/23 31.61.108.0/22 31.61.108.0/23 31.61.110.0/23 31.61.112.0/20 31.61.128.0/21 31.61.128.0/24 31.61.129.0/24 31.61.130.0/24 31.61.131.0/24 31.61.132.0/24 31.61.133.0/24 31.61.136.0/24 31.61.137.0/24 31.61.138.0/24 31.61.139.0/24 31.61.140.0/24 31.61.141.0/24 31.61.144.0/20 31.61.144.0/24 31.61.146.0/24 31.61.148.0/24 31.61.160.0/19 31.61.192.0/18 31.62.0.0/16 31.62.0.0/17 31.62.0.0/18 31.62.64.0/18 31.62.128.0/17 31.62.128.0/18 31.62.192.0/18 31.63.0.0/17 31.63.0.0/19 31.63.32.0/20 31.63.48.0/21 31.63.56.0/21 31.63.64.0/19 31.63.96.0/22 31.63.100.0/22 31.63.104.0/21 31.63.112.0/20 31.63.128.0/17 31.63.128.0/18 31.63.192.0/18 37.47.0.0/16 37.47.0.0/17 37.47.128.0/17 37.108.0.0/16 37.108.0.0/17 37.108.0.0/18 37.108.128.0/17 37.225.0.0/16 37.225.0.0/17 37.225.128.0/17 37.228.0.0/18 37.228.0.0/19 37.228.32.0/19 37.228.32.0/21 46.134.0.0/17 46.134.0.0/18 46.134.64.0/18 46.134.128.0/18 46.134.192.0/18 46.134.192.0/19 46.134.224.0/19 79.162.0.0/17 79.162.0.0/18 79.162.64.0/18 79.162.128.0/18 79.162.128.0/22 79.162.132.0/22 79.162.136.0/22 79.162.140.0/22 79.162.144.0/22 79.162.148.0/22 79.162.152.0/22 79.162.156.0/22 79.162.160.0/22 79.162.164.0/22 79.162.168.0/22 79.162.172.0/22 79.162.176.0/22 79.162.180.0/22 79.162.184.0/22 79.162.188.0/22 79.162.192.0/19 79.162.192.0/21 79.162.200.0/21 79.162.208.0/20 79.162.208.0/21 79.162.216.0/21 79.162.224.0/19 79.162.224.0/20 79.162.224.0/21 79.162.232.0/21 79.162.240.0/21 79.162.248.0/21 79.163.0.0/16 79.163.0.0/17 79.163.0.0/18 79.163.64.0/18 79.163.64.0/19 79.163.64.0/20 79.163.64.0/22 79.163.68.0/22 79.163.72.0/21 79.163.72.0/22 79.163.76.0/22 79.163.80.0/20 79.163.80.0/22 79.163.84.0/22 79.163.88.0/22 79.163.92.0/22 79.163.96.0/19 79.163.96.0/22 79.163.100.0/22 79.163.104.0/22 79.163.108.0/22 79.163.112.0/22 79.163.116.0/22 79.163.120.0/22 79.163.124.0/22 79.163.128.0/17 79.163.128.0/18 79.163.128.0/19 79.163.128.0/22 79.163.132.0/22 79.163.136.0/22 79.163.140.0/22 79.163.144.0/22 79.163.148.0/22 79.163.152.0/22 79.163.156.0/22 79.163.160.0/19 79.163.160.0/20 79.163.160.0/22 79.163.164.0/22 79.163.168.0/22 79.163.172.0/22 79.163.176.0/20 79.163.176.0/22 79.163.180.0/22 79.163.184.0/22 79.163.188.0/22 79.163.192.0/18 79.163.192.0/19 79.163.192.0/20 79.163.192.0/22 79.163.196.0/22 79.163.200.0/22 79.163.204.0/22 79.163.208.0/20 79.163.208.0/22 79.163.212.0/22 79.163.216.0/22 79.163.220.0/22 79.163.224.0/20 79.163.224.0/22 79.163.228.0/22 79.163.232.0/22 79.163.236.0/22 79.163.240.0/20 79.163.240.0/22 79.163.244.0/22 79.163.248.0/22 79.163.252.0/22 87.96.0.0/17 87.96.0.0/18 87.96.64.0/19 87.96.96.0/19 87.96.96.0/20 87.96.112.0/20 91.94.0.0/16 91.94.0.0/18 91.94.64.0/19 91.94.96.0/19 91.94.128.0/18 91.94.192.0/18 178.56.0.0/17 178.56.0.0/18 178.56.0.0/19 178.56.32.0/19 178.56.64.0/18 178.56.128.0/18 178.56.128.0/19 178.56.128.0/20 178.56.144.0/21 178.56.152.0/21 178.56.160.0/20 178.56.176.0/20 178.56.176.0/21 178.56.184.0/22 178.56.188.0/22 178.56.192.0/18 188.47.0.0/18 188.47.0.0/20 188.47.16.0/21 188.47.16.0/22 188.47.20.0/22 188.47.24.0/21 188.47.32.0/22 188.47.36.0/22 188.47.40.0/21 188.47.48.0/20 188.47.64.0/18 188.47.64.0/20 188.47.80.0/20 188.47.96.0/20 188.47.112.0/20 188.47.128.0/18 188.47.128.0/20 188.47.144.0/21 188.47.152.0/21 188.47.160.0/19 188.47.192.0/19 188.47.192.0/22 188.47.196.0/22 188.47.200.0/22 188.47.204.0/22 188.47.208.0/22 188.47.212.0/22 188.47.216.0/22 188.47.220.0/22 188.47.224.0/19 217.116.100.0/24 217.116.101.0/24 217.116.102.0/24 217.116.103.0/24 217.116.104.0/24 217.116.110.0/24 
FTOrange,  AS3215, 2.0.0.0/16 2.1.0.0/16 2.2.0.0/16 2.3.0.0/16 2.4.0.0/16 2.5.0.0/16 2.6.0.0/16 2.8.0.0/16 2.9.0.0/16 2.10.0.0/16 2.11.0.0/16 2.12.0.0/16 2.13.0.0/16 2.14.0.0/16 31.44.208.0/24 31.44.209.0/24 62.106.64.0/19 62.160.0.0/15 80.8.0.0/16 80.9.0.0/16 80.10.248.0/21 80.11.0.0/16 80.12.0.0/18 80.12.80.0/20 80.12.99.0/24 80.12.103.0/24 80.12.104.0/21 80.12.108.0/24 80.12.111.0/24 80.12.112.0/20 80.12.128.0/18 80.12.195.0/24 80.12.196.0/22 80.12.197.0/24 80.12.200.0/24 80.13.0.0/16 80.14.0.0/16 80.15.0.0/17 80.15.128.0/18 80.15.192.0/19 81.48.0.0/16 81.49.0.0/17 81.49.128.0/17 81.50.0.0/17 81.50.128.0/17 81.51.0.0/16 81.52.224.0/21 81.52.232.0/22 81.53.0.0/16 81.80.0.0/16 81.248.0.0/16 81.249.0.0/17 81.249.128.0/17 81.250.0.0/16 81.251.0.0/16 81.252.0.0/16 81.255.0.0/16 82.120.0.0/15 82.122.0.0/16 82.123.0.0/16 82.124.0.0/16 82.125.0.0/16 82.126.0.0/16 82.127.0.0/16 83.112.0.0/16 83.113.0.0/16 83.114.0.0/16 83.115.0.0/16 83.192.0.0/16 83.193.0.0/16 83.194.0.0/16 83.195.0.0/16 83.196.0.0/16 83.197.0.0/16 83.198.0.0/16 83.199.0.0/17 83.199.128.0/17 83.200.0.0/17 83.200.128.0/17 83.201.0.0/16 83.202.0.0/17 83.202.128.0/17 83.203.0.0/17 83.203.128.0/17 83.204.0.0/17 83.204.128.0/17 83.205.0.0/16 83.206.0.0/16 86.192.0.0/17 86.192.128.0/17 86.193.0.0/16 86.194.0.0/16 86.195.0.0/16 86.196.0.0/16 86.197.0.0/16 86.198.0.0/17 86.198.128.0/17 86.199.0.0/16 86.200.0.0/16 86.201.0.0/16 86.202.0.0/16 86.203.0.0/16 86.204.0.0/16 86.205.0.0/16 86.206.0.0/16 86.207.0.0/17 86.207.128.0/17 86.208.0.0/16 86.209.0.0/16 86.210.0.0/16 86.211.0.0/16 86.212.0.0/17 86.212.128.0/17 86.213.0.0/17 86.213.128.0/17 86.214.0.0/16 86.215.0.0/17 86.215.128.0/17 86.216.0.0/16 86.217.0.0/17 86.217.128.0/17 86.218.0.0/17 86.218.128.0/17 86.219.0.0/16 86.220.0.0/17 86.220.128.0/17 86.221.0.0/17 86.221.128.0/17 90.0.0.0/16 90.1.0.0/16 90.2.0.0/17 90.2.128.0/17 90.3.0.0/17 90.3.128.0/17 90.4.0.0/16 90.5.0.0/16 90.6.0.0/16 90.7.0.0/16 90.8.0.0/16 90.10.0.0/16 90.11.0.0/16 90.12.0.0/16 90.13.0.0/16 90.14.0.0/16 90.15.0.0/16 90.16.0.0/16 90.17.0.0/17 90.17.128.0/17 90.18.0.0/16 90.19.0.0/16 90.20.0.0/16 90.21.0.0/16 90.22.0.0/16 90.23.0.0/16 90.24.0.0/17 90.24.128.0/17 90.25.0.0/16 90.26.0.0/16 90.27.0.0/16 90.28.0.0/16 90.29.0.0/16 90.30.0.0/16 90.31.0.0/16 90.32.0.0/16 90.33.0.0/16 90.34.0.0/16 90.35.0.0/17 90.35.128.0/17 90.36.0.0/16 90.37.0.0/16 90.38.0.0/16 90.39.0.0/16 90.40.0.0/16 90.41.0.0/16 90.42.0.0/16 90.43.0.0/16 90.43.192.0/18 90.44.0.0/17 90.44.128.0/17 90.45.0.0/16 90.46.0.0/17 90.46.128.0/17 90.47.0.0/16 90.48.0.0/16 90.49.0.0/16 90.50.0.0/16 90.51.0.0/17 90.51.128.0/17 90.52.0.0/16 90.53.0.0/16 90.54.0.0/16 90.55.0.0/16 90.56.0.0/16 90.57.0.0/16 90.58.0.0/16 90.59.0.0/16 90.60.0.0/16 90.61.0.0/17 90.61.128.0/17 90.62.0.0/17 90.62.128.0/17 90.63.0.0/17 90.63.128.0/17 90.63.128.0/18 90.63.192.0/18 90.80.0.0/16 90.83.0.0/16 90.85.0.0/16 91.199.11.0/24 91.230.66.0/23 92.128.0.0/17 92.128.128.0/17 92.129.0.0/16 92.130.0.0/16 92.131.0.0/16 92.132.0.0/17 92.132.128.0/17 92.133.0.0/16 92.134.0.0/16 92.135.0.0/16 92.136.0.0/16 92.137.0.0/16 92.138.0.0/16 92.139.0.0/16 92.140.0.0/17 92.140.128.0/17 92.141.0.0/17 92.141.128.0/17 92.142.0.0/16 92.143.0.0/16 92.144.0.0/16 92.145.0.0/16 92.146.0.0/16 92.147.0.0/16 92.148.0.0/16 92.149.0.0/16 92.150.0.0/16 92.151.0.0/17 92.151.128.0/17 92.152.0.0/17 92.152.128.0/17 92.153.0.0/16 92.154.0.0/17 92.154.128.0/17 92.155.0.0/16 92.156.0.0/16 92.157.0.0/16 92.158.0.0/16 92.159.0.0/17 92.159.128.0/17 92.160.0.0/18 92.160.64.0/18 92.160.128.0/19 92.160.160.0/19 92.160.192.0/18 92.161.0.0/16 92.162.0.0/16 92.163.0.0/17 109.208.0.0/12 109.208.0.0/16 109.209.0.0/17 109.209.128.0/17 109.210.0.0/16 109.211.0.0/16 109.212.0.0/16 109.213.0.0/16 109.214.0.0/16 109.215.0.0/16 109.216.0.0/16 109.217.0.0/16 109.222.0.0/16 109.223.0.0/16 192.134.132.0/24 192.134.133.0/24 192.134.134.0/24 192.134.135.0/24 193.56.172.0/24 193.108.140.0/23 193.108.166.0/23 193.108.216.0/24 193.109.0.0/22 193.221.117.0/24 193.248.0.0/15 193.250.0.0/16 193.251.0.0/18 193.251.64.0/19 193.251.176.0/20 193.251.192.0/20 193.252.0.0/20 193.252.24.0/21 193.252.32.0/19 193.252.96.0/24 193.252.104.0/21 193.252.112.0/28 193.252.114.0/24 193.252.116.0/24 193.252.126.0/24 193.252.164.0/22 193.252.228.0/24 193.252.242.0/23 193.253.32.0/19 193.253.64.0/24 193.253.66.0/23 193.253.68.0/22 193.253.72.0/23 193.253.72.0/24 193.253.96.0/19 193.253.176.0/20 193.253.192.0/18 194.2.0.0/15 194.4.222.0/24 194.5.190.0/23 194.51.0.0/16 194.206.0.0/16 194.250.0.0/16 195.6.0.0/16 195.25.0.0/16 195.101.0.0/16 212.234.0.0/16 213.56.0.0/16 217.108.0.0/15 217.128.0.0/16 217.167.0.0/16 
Free,  AS12322, 62.147.0.0/16 78.192.0.0/10 81.56.0.0/15 82.64.0.0/14 82.142.0.0/18 82.224.0.0/11 83.152.0.0/13 83.214.0.0/16 88.120.0.0/13 88.160.0.0/11 91.160.0.0/12 194.149.160.0/19 212.27.32.0/19 212.62.128.0/18 213.36.0.0/16 213.228.0.0/18 
SFR,  AS29372, 80.125.128.0/18 217.70.80.0/22 217.70.80.0/23 217.70.80.0/24 217.70.81.0/24 217.70.82.0/24 217.70.83.0/24 
BouyguesTelecom,  AS12844, 62.201.128.0/19 80.214.0.0/17 80.214.1.0/24 80.214.128.0/18 80.214.192.0/19 80.214.248.0/21 80.215.0.0/16 94.238.0.0/15 176.128.0.0/10 
Numericable,  AS21502, 62.129.160.0/19 62.241.64.0/19 62.241.96.0/19 80.236.0.0/17 80.236.0.0/18 80.236.6.0/23 80.236.6.0/24 80.236.7.0/24 80.236.64.0/18 80.236.100.0/24 80.236.118.0/23 80.236.118.0/24 80.236.119.0/24 80.236.122.0/23 81.64.0.0/14 81.64.0.0/16 81.65.0.0/16 81.66.0.0/16 81.67.0.0/16 81.220.0.0/16 81.220.0.0/17 81.220.4.0/24 81.220.5.0/24 81.220.6.0/24 81.220.7.0/24 81.220.8.0/22 81.220.8.0/24 81.220.9.0/24 81.220.10.0/24 81.220.11.0/24 81.220.12.0/24 81.220.24.0/21 81.220.25.0/24 81.220.26.0/24 81.220.27.0/24 81.220.28.0/24 81.220.29.0/24 81.220.30.0/24 81.220.31.0/24 81.220.32.0/19 81.220.32.0/24 81.220.33.0/24 81.220.34.0/24 81.220.35.0/24 81.220.36.0/24 81.220.37.0/24 81.220.38.0/24 81.220.39.0/24 81.220.40.0/24 81.220.41.0/24 81.220.43.0/24 81.220.45.0/24 81.220.46.0/24 81.220.47.0/24 81.220.48.0/24 81.220.49.0/24 81.220.50.0/24 81.220.52.0/24 81.220.53.0/24 81.220.54.0/24 81.220.55.0/24 81.220.56.0/24 81.220.57.0/24 81.220.58.0/24 81.220.59.0/24 81.220.60.0/24 81.220.61.0/24 81.220.62.0/24 81.220.63.0/24 81.220.64.0/19 81.220.64.0/24 81.220.65.0/24 81.220.66.0/24 81.220.67.0/24 81.220.68.0/24 81.220.69.0/24 81.220.70.0/24 81.220.71.0/24 81.220.72.0/24 81.220.73.0/24 81.220.74.0/24 81.220.75.0/24 81.220.76.0/24 81.220.77.0/24 81.220.78.0/24 81.220.79.0/24 81.220.80.0/24 81.220.81.0/24 81.220.82.0/24 81.220.83.0/24 81.220.84.0/24 81.220.85.0/24 81.220.86.0/24 81.220.87.0/24 81.220.88.0/24 81.220.89.0/24 81.220.90.0/24 81.220.91.0/24 81.220.92.0/24 81.220.93.0/24 81.220.124.0/22 81.220.124.0/24 81.220.125.0/24 81.220.126.0/24 81.220.127.0/24 81.220.128.0/17 81.220.128.0/20 81.220.128.0/24 81.220.129.0/24 81.220.130.0/24 81.220.131.0/24 81.220.132.0/24 81.220.133.0/24 81.220.134.0/24 81.220.135.0/24 81.220.136.0/24 81.220.137.0/24 81.220.138.0/24 81.220.139.0/24 81.220.140.0/24 81.220.141.0/24 81.220.142.0/24 81.220.143.0/24 81.220.146.0/24 81.220.148.0/24 81.220.150.0/24 81.220.151.0/24 81.220.152.0/21 81.220.152.0/24 81.220.153.0/24 81.220.154.0/24 81.220.155.0/24 81.220.156.0/24 81.220.157.0/24 81.220.158.0/24 81.220.159.0/24 81.220.160.0/22 81.220.160.0/24 81.220.161.0/24 81.220.162.0/24 81.220.163.0/24 81.220.164.0/24 81.220.165.0/24 81.220.166.0/24 81.220.167.0/24 81.220.168.0/21 81.220.168.0/24 81.220.169.0/24 81.220.170.0/24 81.220.171.0/24 81.220.172.0/22 81.220.176.0/23 81.220.179.0/24 81.220.181.0/24 81.220.184.0/22 81.220.184.0/24 81.220.185.0/24 81.220.186.0/24 81.220.187.0/24 81.220.188.0/24 81.220.189.0/24 81.220.190.0/24 81.220.191.0/24 81.220.192.0/20 81.220.192.0/24 81.220.193.0/24 81.220.194.0/24 81.220.195.0/24 81.220.196.0/24 81.220.197.0/24 81.220.198.0/24 81.220.199.0/24 81.220.200.0/24 81.220.201.0/24 81.220.202.0/24 81.220.203.0/24 81.220.204.0/24 81.220.205.0/24 81.220.206.0/24 81.220.207.0/24 81.220.208.0/21 81.220.208.0/24 81.220.209.0/24 81.220.210.0/24 81.220.211.0/24 81.220.212.0/24 81.220.213.0/24 81.220.214.0/24 81.220.215.0/24 81.220.216.0/22 81.220.216.0/24 81.220.217.0/24 81.220.218.0/24 81.220.219.0/24 81.220.220.0/24 81.220.221.0/24 81.220.224.0/21 81.220.224.0/24 81.220.225.0/24 81.220.226.0/24 81.220.227.0/24 81.220.228.0/24 81.220.229.0/24 81.220.230.0/24 81.220.231.0/24 81.220.232.0/24 81.220.233.0/24 81.220.234.0/24 81.220.240.0/22 81.220.241.0/24 81.220.242.0/24 81.220.243.0/24 81.220.248.0/22 81.220.249.0/24 81.220.250.0/24 81.220.251.0/24 81.220.254.0/24 82.216.0.0/16 82.216.0.0/17 82.216.8.0/21 82.216.8.0/24 82.216.9.0/24 82.216.10.0/24 82.216.11.0/24 82.216.12.0/22 82.216.16.0/22 82.216.28.0/24 82.216.29.0/24 82.216.30.0/24 82.216.31.0/24 82.216.32.0/22 82.216.32.0/24 82.216.33.0/24 82.216.34.0/24 82.216.35.0/24 82.216.36.0/24 82.216.37.0/24 82.216.38.0/24 82.216.39.0/24 82.216.40.0/24 82.216.41.0/24 82.216.42.0/24 82.216.43.0/24 82.216.44.0/24 82.216.45.0/24 82.216.46.0/24 82.216.47.0/24 82.216.52.0/22 82.216.56.0/22 82.216.60.0/22 82.216.64.0/22 82.216.72.0/22 82.216.112.0/23 82.216.112.0/24 82.216.113.0/24 82.216.120.0/24 82.216.128.0/17 82.216.176.0/22 82.216.176.0/24 82.216.177.0/24 82.216.184.0/22 82.216.184.0/24 82.216.185.0/24 82.216.186.0/24 82.216.187.0/24 82.216.200.0/22 82.216.200.0/24 82.216.201.0/24 82.216.202.0/24 82.216.203.0/24 82.216.204.0/22 82.216.206.0/24 82.216.207.0/24 82.216.208.0/22 82.216.208.0/24 82.216.209.0/24 82.216.210.0/24 82.216.211.0/24 82.216.212.0/24 82.216.213.0/24 82.216.214.0/24 82.216.215.0/24 82.216.216.0/24 82.216.217.0/24 82.216.218.0/24 82.216.219.0/24 82.216.224.0/24 82.216.225.0/24 82.216.226.0/24 82.216.227.0/24 82.216.228.0/24 82.216.229.0/24 82.216.230.0/24 82.216.231.0/24 82.216.232.0/23 82.216.234.0/23 82.216.244.0/24 82.216.245.0/24 82.216.246.0/24 82.216.247.0/24 82.216.248.0/24 82.216.249.0/24 82.216.250.0/24 82.216.251.0/24 83.141.128.0/17 85.68.0.0/15 85.68.0.0/16 85.69.0.0/16 85.168.0.0/14 85.168.0.0/16 85.169.0.0/16 85.170.0.0/16 85.171.0.0/16 87.231.0.0/16 87.231.0.0/17 87.231.128.0/17 89.2.0.0/15 89.2.0.0/16 89.3.0.0/16 89.156.0.0/14 89.156.0.0/16 89.157.0.0/16 89.157.96.0/19 89.158.0.0/16 89.159.0.0/16 194.169.203.0/24 195.132.0.0/16 195.132.0.0/17 195.132.128.0/17 212.198.0.0/16 212.198.0.0/17 212.198.128.0/17 213.169.160.0/19 213.245.0.0/16 213.245.0.0/17 213.245.128.0/17 
Renater,  AS2200, 81.194.0.0/16 91.236.25.0/24 129.20.0.0/16 129.88.0.0/16 129.102.0.0/16 129.104.0.0/16 129.175.0.0/16 129.199.0.0/16 130.66.0.0/16 130.84.0.0/16 130.120.0.0/16 130.190.0.0/16 131.254.0.0/16 132.149.0.0/16 132.165.0.0/16 132.166.0.0/15 132.168.0.0/15 132.227.0.0/16 134.59.0.0/16 134.157.0.0/16 134.158.0.0/16 134.158.159.0/24 134.206.0.0/16 134.212.0.0/16 134.214.0.0/16 134.246.0.0/16 137.121.0.0/16 138.63.0.0/16 138.96.0.0/16 138.102.0.0/16 139.100.0.0/16 139.124.0.0/16 140.77.0.0/16 140.93.0.0/16 141.115.0.0/16 145.238.0.0/16 146.19.0.0/16 147.94.0.0/16 147.99.0.0/16 147.100.0.0/16 147.127.0.0/16 147.171.0.0/16 147.173.0.0/16 147.210.0.0/16 147.215.0.0/16 147.250.0.0/16 148.60.0.0/16 152.77.0.0/16 152.81.0.0/16 156.18.0.0/16 156.28.128.0/17 157.136.0.0/16 157.159.0.0/16 157.169.0.0/16 159.31.0.0/16 159.84.0.0/16 160.103.0.0/16 160.228.0.0/16 161.3.0.0/16 161.104.0.0/16 161.106.0.0/16 162.38.0.0/16 163.9.0.0/16 163.173.0.0/16 164.81.0.0/16 192.5.59.0/24 192.33.150.0/24 192.33.156.0/24 192.33.158.0/24 192.33.159.0/24 192.33.178.0/24 192.33.182.0/24 192.44.58.0/24 192.44.60.0/24 192.44.75.0/24 192.44.76.0/24 192.44.77.0/24 192.44.78.0/24 192.54.160.0/24 192.54.161.0/24 192.54.174.0/24 192.54.175.0/24 192.54.176.0/24 192.54.190.0/24 192.54.201.0/24 192.54.202.0/24 192.54.205.0/24 192.54.206.0/24 192.54.207.0/24 192.54.208.0/24 192.54.209.0/24 192.54.210.0/24 192.54.215.0/24 192.54.216.0/24 192.54.217.0/24 192.54.218.0/24 192.70.0.0/17 192.93.0.0/16 192.93.0.0/19 192.102.224.0/24 192.108.115.0/24 192.108.116.0/24 192.108.117.0/24 192.108.118.0/24 192.108.119.0/24 192.134.0.0/16 192.144.74.0/24 192.144.76.0/24 192.144.77.0/24 192.190.129.0/24 192.190.130.0/24 192.190.131.0/24 192.190.132.0/24 192.190.233.0/24 192.190.234.0/24 192.190.235.0/24 192.190.236.0/24 193.48.0.0/14 193.48.101.0/24 193.48.161.0/24 193.48.162.0/24 193.49.22.0/24 193.49.230.0/24 193.50.15.0/24 193.50.134.0/24 193.50.222.0/24 193.50.223.0/24 193.50.252.0/24 193.50.253.0/24 193.51.56.0/24 193.51.58.0/24 193.51.118.0/24 193.51.128.48/29 193.51.128.128/25 193.51.134.0/24 193.51.135.0/24 193.51.165.0/24 193.51.169.0/24 193.52.0.0/16 193.52.0.0/24 193.52.1.0/24 193.52.35.0/24 193.52.35.128/25 193.52.68.0/24 193.52.216.0/24 193.52.217.0/24 193.54.0.0/15 193.54.33.0/24 193.54.56.0/24 193.54.136.0/24 193.54.149.0/24 193.54.195.0/24 193.54.225.0/24 193.55.4.0/24 193.55.5.0/25 193.55.5.128/26 193.55.5.192/26 193.56.4.0/22 193.56.108.0/24 193.56.109.0/24 193.56.110.0/24 193.56.111.0/24 193.56.228.0/24 193.56.229.0/24 193.56.230.0/24 194.57.0.0/16 194.57.170.0/24 194.57.183.0/24 194.57.241.0/24 194.167.0.0/16 194.167.15.0/24 194.167.18.0/24 194.167.41.0/24 194.199.0.0/16 194.199.12.0/24 194.199.12.0/26 194.199.12.64/27 194.199.74.0/24 194.199.83.0/24 194.199.84.0/24 194.199.85.0/24 194.199.86.0/24 194.199.87.0/24 194.199.88.0/24 194.199.89.0/24 194.199.90.0/24 194.199.95.0/24 194.199.96.0/24 194.199.97.0/24 194.214.0.0/16 194.214.214.0/24 194.254.0.0/16 194.254.51.0/24 194.254.231.0/24 195.83.0.0/16 195.83.166.0/24 195.83.189.0/24 195.83.190.0/24 195.83.210.0/24 195.83.214.0/24 195.83.214.0/25 195.83.254.0/24 195.98.224.0/19 195.98.226.0/24 195.98.227.0/24 195.98.239.0/24 195.220.0.0/16 195.220.91.0/24 195.221.0.0/16 195.221.157.0/24 195.221.158.0/24 195.221.159.0/24 195.221.160.0/24 195.221.161.0/24 195.221.162.0/24 195.221.202.0/24 195.221.234.0/24 195.221.235.0/24 
Uni2,  AS12479, 62.36.0.0/16 62.36.237.0/24 62.36.238.0/24 62.37.0.0/16 80.102.0.0/15 84.76.32.0/19 84.76.128.0/19 84.77.16.0/20 85.48.0.0/12 90.160.0.0/12 90.160.42.0/24 90.161.43.0/24 92.57.96.0/19 92.57.128.0/17 92.59.0.0/16 
